7885078839350357357,002541
0,026915
0,026914
0,028426
0,028427
0,000976
-3689348849101648663,018696
-3689348780382171928,018698
-3689348780382171928,018697
-3472329124095258737,016507
-3472329124095258737,016497
-3472329124095258737,018114
-3472329124095258737,018125
-3472329124095258737,018124
-5047486651057360069,028299
-8970322169409895677,000988
-3490343522604740849,016506
-3490343522604740849,018123
-3490343522604740849,016496
-3490343522604740849,018113
-3472329124095258865,016508
-3472329124095258865,016503
-3472329124095258865,018129
-3472329124095258865,018127
-3472329124095258865,018149
-3472329124095258865,018128
-3472329124095258865,018147
-3472329124095258865,018148
-3472329124095258865,018145
-3472329124095258865,018146
-3472329124095258865,018143
-3472329124095258865,018144
-3472329124095258865,018130
-3472329124095258865,018152
-3472329124095258865,018131
-3472329124095258865,018153
-3472329124095258865,018150
-3472329124095258865,018151
-3472329124095258865,016499
-3472329124095258865,018116
-3472329124095258865,018138
-3472329124095258865,018139
-3472329124095258865,018136
-3472329124095258865,018137
-3472329124095258865,018134
-3472329124095258865,018135
-3472329124095258865,018156
-3472329124095258865,016493
-3472329124095258865,018110
-3472329124095258865,018132
-3472329124095258865,018155
-3472329124095258865,018133
-3472329124095258865,018154
-3472329124095258865,018141
-3472329124095258865,018120
-3472329124095258865,018142
-3472329124095258865,018140
72057594037927936,029412
72057594037927936,029414
72057594037927936,029413
7885078839350357100,002542
7414867159696205799,001811
6688639924726552794,027963
-7878296950826978454,007398
3689348814741910168,011601
3689348814741910168,011600
-1085100668425801488,026636
-1085100668425801488,026637
-1085100668425801488,026638
-1085100668425801488,026632
-1085100668425801488,026635
-1085100659835866896,026634
3545233626666054485,016195
-1085100943303708432,026639
-870342644295010570,033663
-1085100659835866640,026633
-3345167817907137837,029760
3689348814741911347,001047
3689348814741911347,001046
3689348814741911347,001049
3689348814741911347,001048
3689348814741911347,001054
3689348814741911347,001056
3689348814741911347,001055
3689348814741911347,001050
-8970322169409894525,000987
1374463283923457811,001039
1374463283923457811,001040
